SimTime,dT,Real_Prec_Acc,Real_Prec_Vel,Real_Prec_Pos,Quantized_Prec_Acc,Quantized_Prec_Vel,Quantized_Prec_Pos,Received_Prec_Acc,Received_Prec_Vel,Received_Prec_Pos,Ego_Acc_Qbenign,Ego_Vel_Qbenign,Ego_Pos_Qbenign,Ego_Acc,Ego_Vel,Ego_Pos,Safe_Gap_Qbenign,Space_Headway_Qbenign,Time_Headway_Qbenign,Safe_Gap,Space_Headway,Time_Headway,Bit_Flip_Pairs,XOR_Bin,XOR_Pattern,Real_Gap
270.233,0.016999999999995907,1.331623,23.766003,13.610546940339619,1.3,23.77,13.600000000000001,1.3,23.69,423.20000000000005,7.956529436984606,26.996569576741514,-5.590423181362898,8.0,27.644000000000215,-5.243103999999268,13.937273764664496,,0.711237406186778,16.450314750000757,,15.498592967732455,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,18.853650940338888
270.25,0.016999999999995907,1.334859,23.788305,14.014761410863022,1.3,23.79,14.0,1.3,23.71,423.6,7.897071262895109,27.13183057717022,-5.130331780054759,8.0,27.780000000000182,-4.7719999999993785,14.348941211983831,,0.7056321959723281,16.875768750000645,,15.42015838732889,"[[2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2], [2, 2, 2, 2]]",1,B1111000011000000,18.7867614108624
270.267,0.016000000000019554,1.33719,23.810625,14.419355482988424,1.3,23.81,14.4,1.3,23.73,424.0,7.816733565419116,27.266080788639403,-4.667949533445489,8.0,27.91600000000015,-4.29858399999949,14.759299427152115,,0.7000384530653473,17.303484750000543,,15.34240521564684,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,18.717939482987916
270.283,0.016999999999995907,1.338261,23.832949,14.80049664330889,1.3,23.830000000000002,14.8,1.3,23.75,424.40000000000003,7.711980170370404,27.391148525686262,-4.230691698930349,8.0,28.044000000000306,-3.8509039999989394,15.139497199831418,,0.6947933681712031,17.7046147500011,,15.270678362572896,"[[3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000011000000,18.65140064330783
270.3,0.016999999999995907,1.338446,23.855263,15.205850155023292,1.3,23.86,15.200000000000001,1.3,23.94,424.8,7.583344640351748,27.522252188582527,-3.7639277928591772,8.0,28.180000000000273,-3.3729999999990494,15.513148064604241,,0.6892523845033289,17.62980000000099,,15.194215755855035,"[[3, 6, 1, 12], [3, 12, 1, 6], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0001000001000000,18.57885015502234
270.317,0.016000000000019554,1.338104,23.877567,15.611583031470195,1.3,23.88,15.600000000000001,1.3,23.96,425.20000000000005,7.440280072612968,27.651169047468475,-3.2949537123528563,8.0,28.31600000000024,-2.8927839999991605,15.910913760476767,,0.6837518049007764,18.063741000000867,,15.118405989546389,"[[3, 6, 1, 12], [3, 6, 2, 12], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0011000001000000,18.504367031469357
270.333,0.016999999999995907,1.337344,23.899851,15.993795380782663,1.3,23.900000000000002,16.0,1.3,23.98,425.6,7.271313102896675,27.77021352863043,-2.851582651743523,8.0,28.444000000000397,-2.4387039999986007,16.275443816971062,,0.678618405764041,18.47069600000145,,15.048470819856302,"[[3, 6, 1, 12], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B1111000001000001,18.432499380781262
270.35,0.03299999999995862,1.336264,23.922113,16.400286093990566,1.3,23.92,16.400000000000002,1.3,23.84,426.0,6.901290903137579,27.893825851379642,-2.3784383170135515,8.0,28.580000000000364,-1.9539999999987108,16.658077624331412,,0.6732215405322505,19.38742500000134,,14.973897830650568,"[[3, 6, 0, 12], [3, 6, 1, 12], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B1111000001000111,18.354286093989277
270.383,0.016999999999995907,1.334037,23.966583,17.190443418737573,1.3,23.97,17.2,1.3,23.89,426.8,6.6756553735127415,28.121568451182895,-1.4541843110224286,8.0,28.844000000000033,-1.0065039999998924,17.328513854778613,,0.6630009902230662,20.212164750000117,,14.831732908057115,"[[3, 6, 0, 12], [3, 6, 1, 12], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0011000001000000,18.196947418737466
270.4,0.016999999999995907,1.333158,23.988796,17.598068098083974,1.3,23.990000000000002,17.6,1.3,23.91,427.20000000000005,6.431148724495045,28.235054592532585,-0.9751530151509623,8.0,28.98,-0.5150000000000103,17.679643449459217,,0.657807161391041,20.657518750000005,,14.75897170462388,"[[3, 6, 0, 12], [3, 6, 1, 12], [3, 6, 2, 12], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]",1,B0111000001000000,18.113068098083986
